Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,34,United-States,<=50K,48,0,0,1
Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,33,0,1977,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,,<=50K,57,0,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,61,0,0,1
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,<=50K,63,0,0,1
Local-gov,10th,6,Widowed,Other-service,Unmarried,Black,Female,30,United-States,<=50K,40,0,0,0
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,43,0,0,1
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K,55,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Cambodia,>50K,41,0,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,69,0,0,1
Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K,73,0,0,1
Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K,43,0,0,1
Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,62,0,0,1
Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,51,0,0,1
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K,30,0,0,0
Private,11th,7,Never-married,Other-service,Own-child,White,Male,12,United-States,<=50K,48,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,18,4064,0,0
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30,0,0,0
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,75,Thailand,>50K,40,0,0,0
,Some-college,10,Never-married,,Own-child,White,Male,24,Canada,<=50K,51,0,0,1
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,44,0,0,1
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,<=50K,69,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K,35,0,0,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,18,0,0,0
Private,9th,5,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K,32,1055,0,0
Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,United-States,<=50K,37,2407,0,0
Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,37,0,0,0
Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,59,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,27,7298,0,0
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,24,0,0,0
Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,29,0,0,0
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,>50K,44,7298,0,1
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,Germany,<=50K,40,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,70,5178,0,1
Private,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,45,United-States,<=50K,45,0,0,1
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,42,United-States,<=50K,14,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,15,0,0,0
Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,53,15024,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,39,0,0,0
Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,45,United-States,<=50K,67,0,0,1
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,49,0,0,1
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,<=50K,42,0,0,0
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,26,0,0,0
Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,42,0,0,0
Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,16,0,0,0
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K,44,0,0,1
Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,14,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K,33,0,0,0
Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,28,0,0,0
,Masters,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,40,,<=50K,56,3464,0,1
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,<=50K,72,0,0,1
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,40,7688,0,0
Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,<=50K,32,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,38,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,26,4386,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,<=50K,50,0,0,1
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,66,0,0,1
Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,71,0,0,1
Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,<=50K,13,0,0,0
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,34,0,0,0
Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,>50K,58,0,0,1
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,23,0,0,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,>50K,16,7298,0,0
,Some-college,10,Never-married,,Own-child,Black,Female,25,United-States,<=50K,70,0,0,1
Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K,45,0,0,1
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,20,0,0,0
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20,0,0,0
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,17,0,0,0
Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,<=50K,34,0,0,0
Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,34,0,0,0
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K,42,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,58,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,42,0,1485,0
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,66,0,0,1
Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,41,0,0,0
Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K,12,0,0,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,21,0,0,0
,Assoc-voc,11,Never-married,,Own-child,Black,Female,15,United-States,<=50K,36,0,0,0
Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K,17,0,1887,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,59,0,0,1
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K,14,2050,0,0
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,<=50K,13,0,0,0
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,55,0,0,1
Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,30,0,0,0
Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,11,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,43,0,0,1
Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K,65,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,27,0,0,0
Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,30,Haiti,<=50K,23,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,34,0,0,0
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,19,0,0,0
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,68,7298,0,1
State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,55,7298,0,1
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K,36,0,0,0
State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,<=50K,16,0,0,0
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,49,0,0,1
,11th,7,Married-civ-spouse,,Husband,White,Male,8,United-States,<=50K,58,0,0,1
,Assoc-voc,11,Divorced,,Unmarried,White,Female,40,United-States,<=50K,64,0,0,1
Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,<=50K,32,0,0,0
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,<=50K,18,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,59,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,29,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,40,0,0,0
Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,26,0,0,0
,Bachelors,13,Married-civ-spouse,,Husband,White,Male,40,United-States,>50K,25,0,0,0
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,42,0,0,0
Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States,<=50K,33,0,0,0
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,27,0,0,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,22,0,0,0
Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K,11,0,0,0
Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,<=50K,67,0,0,1
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,19,0,0,0
Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,57,0,0,1
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,47,0,1564,1
Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,70,0,0,1
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,19,0,0,0
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K,25,0,0,0
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,37,0,0,0
Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,63,0,0,1
Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,<=50K,23,0,0,0
Private,11th,7,Never-married,Other-service,Own-child,White,Male,10,United-States,<=50K,61,0,0,1
State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K,15,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,64,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,35,0,0,0
Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K,46,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K,45,0,0,1
Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,55,0,0,1
Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,<=50K,15,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,24,0,0,0
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,54,0,0,1
Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,24,0,2339,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35,0,0,0
Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,48,0,0,1
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,<=50K,41,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K,31,0,0,0
Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20,0,0,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K,12,0,2415,0
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,<=50K,54,0,0,1
Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K,32,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,48,0,0,1
Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,45,0,0,1
Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,69,0,0,1
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,,>50K,58,7688,0,1
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,62,0,0,1
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,18,0,0,0
Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K,59,0,0,1
,HS-grad,9,Never-married,,Other-relative,White,Female,35,United-States,<=50K,28,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,22,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,12,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,69,0,0,1
Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,65,0,0,1
State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,25,0,0,0
Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,<=50K,67,0,0,1
Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,<=50K,22,0,2179,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K,26,0,1977,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,67,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,<=50K,15,0,0,0
,Some-college,10,Married-civ-spouse,,Wife,White,Female,40,United-States,>50K,11,0,1887,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,23,0,0,0
Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,<=50K,23,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K,29,0,0,0
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,21,0,0,0
Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,33,15024,0,0
State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,62,0,0,1
Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,65,0,0,1
Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,19,0,0,0
Private,11th,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K,62,0,0,1
Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,32,0,0,0
State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K,12,0,0,0
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K,23,0,0,0
Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,<=50K,21,2176,0,0
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,31,0,0,0
Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,50,0,0,1
Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,<=50K,73,0,0,1
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,39,0,0,0
Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,13,0,1408,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,<=50K,69,0,0,1
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,20,0,0,0
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,36,0,0,0
,HS-grad,9,Widowed,,Not-in-family,White,Male,24,United-States,<=50K,53,0,0,1
,11th,7,Never-married,,Own-child,White,Male,40,United-States,<=50K,44,0,0,1
Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,41,2174,0,0
Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,>50K,12,0,0,0
